STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,MEASURE,UNIT_MEASURE,SEX,AGE,TIME_HORIZ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2002,38232301.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2003,38195177.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2004,38180249.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2005,38161313.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2006,38132277.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2007,38115967.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2008,38115909.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2009,38153389.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2010,38516689.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2011,38525670.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2012,38533789.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2013,38502396.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2014,38483957.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2015,38454576.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2016,38426809.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2017,38422346.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2018,38413139.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2019,38386476.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,POL,POP,PS,_T,_T,H,2022,37827355.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1950,8439171.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1951,8493316.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1952,8556085.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1953,8581255.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1954,8605700.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1955,8640325.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1956,8683020.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1957,8712675.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1958,8749935.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1959,8800845.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1960,8857716.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1961,8929316.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1962,8993985.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1963,9030355.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1964,9035365.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1965,8998595.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1966,8930990.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1967,8874520.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1968,8836650.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1969,8757705.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1970,8680431.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1971,8643755.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1972,8630430.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1973,8633100.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1974,8754362.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1975,9093471.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1976,9355812.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1977,9455672.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1978,9558247.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1979,9661264.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1980,9766275.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1981,9851325.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1982,9911770.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1983,9957865.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1984,9996232.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1985,10023613.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1988,10019610.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1989,10005000.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1990,9983218.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1991,9960235.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1992,9952493.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1993,9964674.5,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1994,9991525.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1995,10026176.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1997,10108977.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1998,10160196.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,1999,10217828.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2000,10289898.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2003,10458821.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2004,10483861.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2005,10503330.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2006,10522288.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2010,10573100.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2016,10356516.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2017,10340124.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2018,10334633.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,PRT,POP,PS,_T,_T,H,2020,10384846.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1962,31023366.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1963,31296651.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1964,31609195.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1965,31954292.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1966,32283194.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1967,32682947.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1968,33113135.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1969,33441054.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1970,33752818.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1971,34216274.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1972,34571714.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1973,34921497.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1974,35287558.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1975,35687714.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1976,36118035.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1977,36563834.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1978,36971471.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1979,37289006.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1980,37526911.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1981,37764458.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1982,37987108.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1983,38160263.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1984,38325244.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1985,38467025.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1986,38571941.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1987,38682322.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1988,38764307.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1989,38821377.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1990,38860827.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1991,38941622.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1992,39147940.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1993,39356082.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1994,39547353.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1995,39718895.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1996,39884246.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1997,40049974.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1998,40214066.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,1999,40369667.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2000,40554387.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2001,40766049.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2002,41423520.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2003,42196231.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2004,42859172.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2005,43662613.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2006,44360521.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2007,45236004.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2008,45983169.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2009,46367550.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2010,46562483.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,ESP,POP,PS,_T,_T,H,2011,46736257.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1950,7016496.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1951,7072824.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1952,7124675.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1953,7171458.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1954,7213487.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1955,7262384.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1956,7315622.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1957,7366998.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1958,7414468.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1959,7453705.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1960,7484655.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1961,7519998.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1962,7561582.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1963,7604326.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1964,7661351.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1965,7733852.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1966,7807795.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1967,7867942.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1968,7911980.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1969,7967732.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1970,8042706.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1971,8098145.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1972,8122154.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1973,8136779.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1974,8160562.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1975,8192567.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1976,8222309.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1977,8251653.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1978,8275775.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1979,8293728.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1980,8310477.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1981,8320482.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1982,8325260.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1983,8329025.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1984,8336595.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1985,8350378.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1986,8369824.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1987,8397797.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1988,8436483.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1989,8492959.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1990,8558834.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1991,8617376.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1992,8668065.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1993,8718558.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1994,8780741.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1995,8826944.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,SWE,POP,PS,_T,_T,H,1996,8840999.0,A,0,0
